index_redacao,score,c1,c2,c3,c4,c5,pred_c1,pred_c2,pred_c3,pred_c4,pred_c5,pred_total,ok,modelo,modo,ts,raw
295,560,120,120,120,120,80,120.0,120.0,80.0,80.0,0.0,400.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:39:37+00:00,"C1: O texto apresenta estrutura sintática produtiva, mas com desvios gramaticais e de convenções da escrita, como pontuação inadequada (vírgulas separando termos que não devem ser separados) e algumas falhas de concordância e paralelismo. O registro é predominantemente formal, mas contém construções coloquiais e imprecisões vocabulares. || C2: O texto apresenta estrutura dissertativo-argumentativa com introdução, desenvolvimento e conclusão, demonstrando compreensão do tema proposto (os direitos"
315,560,120,120,120,120,80,120.0,120.0,120.0,120.0,120.0,600.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:40:09+00:00,"C1: O texto apresenta um domínio mediano da norma padrão, com ocorrências de desvios gramaticais e sintáticos, como problemas pontuais de concordância, regência e pontuação (por exemplo, ausência de vírgulas obrigatórias e falhas na estruturação de períodos). No entanto, o registro formal é mantido na maior parte da redação, permitindo a compreensão do texto, embora com desvios que impedem notas mais altas. || C2: O texto apresenta estrutura dissertativo-argumentativa com introdução, desenvolvim"
316,560,120,160,80,120,80,120.0,120.0,120.0,120.0,120.0,600.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:40:33+00:00,"C1: O texto apresenta estrutura sintática produtiva e bom domínio da norma culta, mas com desvios pontuais de pontuação (vírgulas separando sujeito e predicado) e concordância/regência (como 'ainda que, muitas vezes, está cursando' e o uso inadequado de crase e acentuação). || C2: A redação apresenta o tipo textual dissertativo-argumentativo, com introdução, desenvolvimento e conclusão, e aborda o tema da gravidez na adolescência sem tangenciamento. No entanto, o repertório legitimado é escasso "
317,600,120,120,120,120,120,80.0,120.0,80.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:40:50+00:00,"C1: O texto apresenta desvios gramaticais medianos, destacando-se falhas graves de pontuação (vírgulas separando sujeito e predicado, e entre orações essenciais), problemas de regência ('devido os padrões') e falhas ortográficas/concordância ('deve-se frisas', 'responsável pela formação' e 'mostra as crianças'). A estrutura sintática é predominantemente frágil, evidenciando domínio mediano com falhas da norma culta. || C2: O texto apresenta o tema de forma adequada e mantém a estrutura dissertat"
319,600,120,120,120,120,120,120.0,120.0,120.0,120.0,0.0,480.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:41:41+00:00,"C1: O texto apresenta estrutura sintática produtiva e desvios gramaticais medianos, como problemas de pontuação (falta de vírgulas isolando termos explicativos e orações subordinadas) e algumas inadequações de regência e concordância. O registro é predominantemente formal, mas a pontuação falha compromete em parte a fluidez. || C2: O texto apresenta o tema da manipulação política por meio das redes sociais e atende à estrutura dissertativo-argumentativa com introdução, desenvolvimento e conclusã"
321,600,120,120,120,120,120,160.0,160.0,120.0,160.0,0.0,600.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:42:01+00:00,"C1: O texto apresenta bom domínio da norma culta, com estrutura sintática complexa bem desenvolvida e escolha de registro adequada. Há apenas um desvio pontual de ortografia ('ascenção', o correto é 'ascensão') e um pequeno equívoco de pontuação com vírgula separando sujeito e predicado ('o alvo dessas matérias, pode requerer'). || C2: O texto apresenta o tema de forma adequada e desenvolve o tipo textual dissertativo-argumentativo com boa estrutura e projeto de texto evidente. Há predomínio de "
322,600,120,120,120,120,120,120.0,160.0,120.0,120.0,0.0,520.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:42:57+00:00,"C1: O texto apresenta bom domínio da norma culta, com estrutura sintática complexa e poucos desvios gramaticais. Há pequenos deslizes pontuais de pontuação e escolha lexical, mas que não comprometem a compreensão global da mensagem. || C2: A redação apresenta o tema da preservação do patrimônio histórico de forma adequada e desenvolve o tipo dissertativo-argumentativo com clareza. Contudo, há pequenas falhas na progressão argumentativa e em algumas generalizações, mantendo a estrutura boa, mas n"
325,600,120,120,120,120,120,160.0,160.0,120.0,120.0,0.0,560.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:43:27+00:00,"C1: O texto apresenta bom domínio da modalidade escrita formal, com pontuação adequada e boa escolha de registro. Observam-se pequenos deslizes de paragrafação/estrutura na introdução, mas que não comprometem a compreensão geral. || C2: O texto apresenta boa compreensão da proposta e desenvolve adequadamente o tema sob o tipo textual dissertativo-argumentativo, com presença de repertório sociocultural legitimado e uso produtivo. Apresenta apenas pequenas repetições lexicais que não comprometem a"
328,600,120,160,80,160,80,160.0,160.0,160.0,160.0,0.0,640.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:43:47+00:00,"C1: O texto apresenta bom domínio da modalidade escrita formal da língua portuguesa, com estrutura sintática complexa bem elaborada e escolha de registro adequada. Observam-se apenas raros desvios gramaticais ou pontuais falhas de pontuação e regência ao longo da construção. || C2: O texto apresenta boa compreensão da proposta e desenvolve o tema de forma dissertativo-argumentativa, com projeto de texto claro e uso produtivo de repertório sociocultural legitimado (Paulo Freire). No entanto, há p"
330,600,120,120,120,120,120,120.0,120.0,120.0,80.0,120.0,560.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:44:07+00:00,"C1: O texto apresenta desvios gramaticais medianos, como problemas de pontuação (uso inadequado do ponto de interrogação), falhas de concordância ('os pais junto a escola ensine') e regência, além de construções sintáticas truncadas que comprometem parcialmente a fluidez da modalidade escrita formal. || C2: O texto apresenta estrutura dissertativo-argumentativa com introdução, desenvolvimento e conclusão, além de desenvolver o tema da intolerância religiosa de forma mediana. Contudo, há desvios "
336,600,120,120,120,120,120,120.0,160.0,160.0,160.0,160.0,760.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:44:55+00:00,"C1: O texto apresenta estrutura sintática bem desenvolvida e bom domínio do vocabulário, com raros desvios gramaticais. No entanto, há falhas pontuais de pontuação, como a ausência de vírgulas para isolar orações explicativas ou intercaladas, e pequenos deslizes de regência e acentuação, como em 'preferem contratar um homem à uma mulher'. || C2: A redação apresenta o tipo textual dissertativo-argumentativo com clareza, contendo introdução, desenvolvimento e conclusão, além de desenvolver o tema "
338,600,120,120,120,120,120,120.0,160.0,120.0,120.0,160.0,680.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:45:12+00:00,"C1: O texto apresenta bom domínio da norma culta, mas com algumas falhas gramaticais e estruturais, como desvios de pontuação, concordância ('os desafios enfrentado') e regência, além de pequenos problemas de paralelismo e construção sintática ao longo dos parágrafos. || C2: A redação apresenta boa compreensão da proposta e desenvolve o tema dentro do tipo dissertativo-argumentativo, com projeto de texto claro e uso produtivo de repertório sociocultural legitimado (Ralph Ellison e IBGE). Há pouc"
339,600,120,120,120,120,120,80.0,120.0,120.0,80.0,160.0,560.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:46:15+00:00,"C1: A redação apresenta desvios gramaticais medianos, como falhas de concordância ('tecnológico' em vez de 'tecnológicos', 'matérias didático'), uso inadequado de pronomes relativos ('ao qual', 'cujo, o alvo') e problemas de pontuação que prejudicam a fluidez do texto. || C2: O texto apresenta o tema dos discursos de ódio nas redes sociais e desenvolve o tipo dissertativo-argumentativo, embora com algumas falhas na estrutura argumentativa e no repertório legitimado. Há predomínio de argumentos b"
341,600,120,120,120,120,120,120.0,120.0,80.0,120.0,0.0,440.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:46:35+00:00,"C1: O texto apresenta estrutura sintática satisfatória e bom domínio do registro formal, mas com alguns desvios pontuais de pontuação, como a ausência de vírgula após o adjunto adverbial deslocado ('Segundo a OMS...') e falhas leves de regência ou paralelismo. || C2: A redação apresenta o tema de forma adequada e desenvolve o texto em prosa sob o tipo dissertativo-argumentativo, contendo introdução, desenvolvimento e conclusão. No entanto, o repertório legitimado é escasso (citando apenas a OMS "
346,600,120,120,120,120,120,80.0,120.0,80.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:47:22+00:00,"C1: O texto apresenta desvios gramaticais medianos, como problemas de regência pronominal ('necessita-se de uma'), pontuação inadequada (vírgulas separando sujeito e predicado) e falhas ortográficas/concordância ('iram', 'obstaculo', ausência de acentos). A estrutura sintática é frágil em alguns trechos, revelando domínio mediano com muitas falhas da norma culta. || C2: O texto apresenta o tema da reforma do ensino médio dentro do gênero dissertativo-argumentativo, com tese e desenvolvimento per"
348,600,120,120,120,120,120,120.0,120.0,120.0,120.0,120.0,600.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:48:58+00:00,"C1: O texto apresenta estrutura sintática predominantemente bem desenvolvida e bom vocabulário, mas contém alguns desvios gramaticais e de pontuação, como o uso incorreto de crase ('em grande clareza'), neologismo ('retrocedencia'), vírgula separando sujeito e predicado ('quê, o principal motivo') e inicial maiúscula inadequada ('Isto é apesar'). || C2: A redação apresenta o tipo textual dissertativo-argumentativo, com introdução, desenvolvimento e conclusão, e aborda o tema do analfabetismo fun"
355,600,120,120,120,120,120,120.0,120.0,80.0,80.0,0.0,400.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:49:33+00:00,"C1: O texto apresenta estrutura sintática mediana e boa compreensão da norma culta, mas com desvios pontuais como a ausência de acentuação ('tm'), falhas na pontuação (vírgulas antes de orações coordenadas e deslocamentos) e construções coloquiais leves ('ouvimos muito falar'). || C2: A redação apresenta o tipo textual dissertativo-argumentativo, desenvolvendo o tema sobre a discriminação e os direitos das mulheres de forma mediana. No entanto, o texto carece de um repertório sociocultural legit"
364,600,120,120,120,120,120,120.0,160.0,160.0,120.0,160.0,720.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:50:08+00:00,"C1: O texto apresenta um bom domínio da modalidade escrita formal, com pontuação geralmente adequada e estrutura sintática preservada. No entanto, há pequenos desvios gramaticais e de concordância, como 'o número de mortes causados' e 'bullying... podem', além de alguns problemas pontuais de regência e pontuação. || C2: A redação apresenta o tema de forma clara e desenvolve o texto integralmente sob o tipo dissertativo-argumentativo, com projeto de texto estratégico e uso produtivo de repertório"
365,600,120,120,120,120,120,120.0,160.0,120.0,160.0,160.0,720.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:50:56+00:00,"C1: O texto apresenta estrutura sintática produtiva e bom domínio da norma culta, mas com desvios pontuais de pontuação, como a ausência de vírgulas obrigatórias (ex.: antes de orações explicativas e isolamento de adjuntos adverbiais), e pequenas falhas de paralelismo e regência. || C2: A redação apresenta boa compreensão da proposta e desenvolve o tema dentro do tipo dissertativo-argumentativo, com projeto de texto claro e uso produtivo de repertório sociocultural. No entanto, há pequenas falha"
368,600,120,120,120,120,120,120.0,160.0,120.0,120.0,80.0,600.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:51:47+00:00,"C1: O texto apresenta estrutura sintática predominantemente bem desenvolvida, mas com desvios pontuais na norma culta, como problemas de pontuação (separação de sujeito e predicado por vírgula) e pequenos deslizes de concordância e regência. O registro formal é mantido na maior parte da redação, evidenciando domínio medianamente satisfatório da modalidade escrita formal. || C2: O texto apresenta boa compreensão do tema sobre os discursos de ódio nas redes sociais e desenvolve adequadamente o tip"
372,600,120,120,120,120,120,120.0,120.0,120.0,120.0,120.0,600.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:52:42+00:00,"C1: O texto apresenta desvios gramaticais medianos, como problemas de pontuação (vírgulas separando sujeito e predicado), crases incorretas (como em 'as mudanças') e falhas pontuais de concordância e regência. No entanto, o repertório estrutural da língua permite a compreensão do texto, configurando um domínio mediano da norma culta. || C2: A redação apresenta o texto dissertativo-argumentativo com introdução, desenvolvimento e conclusão, e aborda o tema do livre porte de armas sem tangenciament"
379,600,120,120,120,120,120,120.0,120.0,80.0,120.0,120.0,560.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:53:50+00:00,"C1: O texto apresenta estrutura sintática produtiva e desvios gramaticais medianos, como problemas de pontuação (vírgulas mal empregadas entre sujeito e predicado), falhas de concordância ('são de extrema importância a participação') e uso inadequado de registro formal ('Averiguara-se'). || C2: A redação apresenta o tema dos impactos ambientais causados por indústrias e desenvolve o texto em formato dissertativo-argumentativo, embora com estrutura mediana. Há presença de repertório sociocultural"
385,600,120,120,120,120,120,120.0,120.0,80.0,120.0,160.0,600.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:54:35+00:00,"C1: O texto apresenta estrutura sintática produtiva e desvios gramaticais pontuais, como em 'leis que combatem... foram positivas' e 'ainda não deixou de existir as discriminações'. O registro formal é predominantemente mantido, embora haja pequenas falhas de pontuação e paralelismo. || C2: O texto apresenta o tema da intolerância religiosa no Brasil e mantém a estrutura dissertativo-argumentativa com introdução, desenvolvimento e conclusão. No entanto, o repertório sociocultural é pouco produti"
387,600,120,120,120,120,120,120.0,120.0,120.0,120.0,120.0,600.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:55:53+00:00,"C1: O texto apresenta estrutura sintática mediana e desvios gramaticais pontuais, como problemas de concordância ('doenças sexuais só aumentem'), emprego inadequado de pronomes relativos ('nos quais') e pontuação que separa o sujeito do predicado. No entanto, demonstra domínio razoável da modalidade escrita formal. || C2: O texto apresenta o tipo dissertativo-argumentativo, com tese e desenvolvimento voltados para o tema da prevenção de ISTs entre os jovens, além de conter repertório sociocultur"
388,600,120,160,120,120,80,160.0,160.0,160.0,160.0,120.0,760.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:56:24+00:00,"C1: O texto apresenta bom domínio da norma culta da língua portuguesa, com estrutura sintática bem desenvolvida e escolha adequada de vocabulário. Foram observados apenas desvios pontuais, como o deslize ortográfico em 'infecctados', que impedem a nota máxima. || C2: A redação apresenta o tema da importância da vacinação de forma adequada, desenvolvendo o gênero dissertativo-argumentativo com tese, argumentos e proposta de intervenção. No entanto, há pequenas falhas no repertório legitimado e na"
390,600,120,120,120,120,120,160.0,160.0,160.0,160.0,120.0,760.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:59:05+00:00,"C1: A redação apresenta bom domínio da modalidade escrita formal, com estrutura sintática bem desenvolvida e escolha de registro adequada. Observam-se apenas pequenos desvios pontuais, como o uso inadequado de vírgula antes de pontuação final e a flexão verbal em 'esperar-se-á', mas que não comprometem a clareza do texto. || C2: O texto apresenta estrutura dissertativo-argumentativa clara, com tese, desenvolvimento e proposta de intervenção, além de repertório sociocultural produtivo implícito e"
392,600,120,120,120,120,120,120.0,160.0,120.0,120.0,120.0,640.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:59:41+00:00,"C1: O texto apresenta um domínio mediano da modalidade escrita formal, com desvios gramaticais pontuais como a ausência de vírgula antes de orações subordinadas, problemas de pontuação separando sujeito e predicado e falhas pontuais de regência e ortografia (como 'tetam', 'perca', 'sócios-fundados'). A estrutura sintática é predominantemente complexa, mas o registro formal é comprometido em alguns momentos por escolhas lexicais imprecisas e desvios convencionais. || C2: A redação apresenta o tem"
398,600,120,120,120,120,120,120.0,80.0,80.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:01:38+00:00,"C1: O texto apresenta estrutura sintática mediana e boa compreensão da norma culta, mas com desvios pontuais de pontuação (como a vírgula antes da conjunção coordenativa ou espaçamento inadequado em 'lava - jato') e construção frasal por vezes truncada, o que revela domínio mediano da modalidade escrita formal. || C2: O texto apresenta estrutura dissertativo-argumentativa rudimentar, mas com sérios desvios no desenvolvimento do tema e traços marcantes de projeto de texto frágil e tom predominant"
401,600,120,120,120,120,120,80.0,120.0,80.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:02:26+00:00,"C1: O texto apresenta desvios gramaticais medianos, como problemas de regência e crase ('afim' em vez de 'a fim', 'às eleições'), pontuação inadequada que prejudica a fluidez (separação incorreta entre sujeito e predicado) e construções sintáticas truncadas. || C2: O texto apresenta estrutura dissertativo-argumentativa com tese e desenvolvimento, mas a defesa do ponto de vista é mediana e apresenta traços de traços de oralidade e fragilidades na argumentação. O tema foi compreendido, porém com t"
402,600,120,120,120,120,120,40.0,120.0,80.0,80.0,120.0,440.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:03:36+00:00,"C1: O texto apresenta inúmeros desvios gramaticais graves e recorrentes, como falhas de pontuação (ausência de vírgulas obrigatórias), erros ortográficos (analizamos, convem, estàtisticas, teória), problemas de concordância (ideais é contestado), regência inadequada e sintaxe truncada, revelando domínio precário da norma culta. || C2: O texto apresenta estrutura dissertativo-argumentativa com introdução, desenvolvimento e conclusão, além de desenvolver o tema da saúde mental e suicídio juvenil. "
404,600,120,120,120,120,120,80.0,80.0,80.0,40.0,0.0,280.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:04:01+00:00,"C1: O texto apresenta desvios gramaticais medianos e falhas graves de estrutura sintática, como períodos fragmentados, incorreções na pontuação (espaços antes de vírgulas e pontos) e problemas de regência e concordância. || C2: A redação apresenta um texto dissertativo-argumentativo, mas com falhas graves na estrutura e na coerência, contendo trechos confusos e fragmentados que prejudicam o desenvolvimento do tema. Há tentativa de repertório sociocultural, contudo a construção global da argument"
405,600,120,120,120,120,120,120.0,160.0,120.0,120.0,160.0,680.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:06:43+00:00,"C1: O texto apresenta um registro formal predominantemente adequado, mas com desvios gramaticais e pontuais medianos. Há problemas de pontuação (como vírgulas separando sujeito e predicado) e pequenos desvios de concordância e regência, além de incorreções ortográficas e de coesão, como 'trabalho informar' em vez de informal e uso inadequado de ponto final antes de conjunções. || C2: A redação apresenta o tema de forma clara, desenvolvendo o texto sob o tipo dissertativo-argumentativo com boa es"
406,600,120,160,120,120,80,120.0,160.0,120.0,120.0,120.0,640.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:07:24+00:00,"C1: O texto apresenta estrutura sintática produtiva e bom domínio da ortografia, mas com algumas falhas pontuais de pontuação (como vírgulas separando sujeito e predicado na conclusão) e desvios de concordância e regência ('cometários', 'não estar de acordo', 'em relação'). O registro é predominantemente formal, adequado à proposta do ENEM. || C2: A redação apresenta o tema do discurso de ódio nas redes sociais de forma adequada, desenvolvendo a discussão por meio do tipo textual dissertativo-ar"
411,600,120,120,120,120,120,120.0,120.0,80.0,120.0,160.0,600.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:08:15+00:00,"C1: O texto apresenta estrutura sintática produtiva e bom vocabulário, mas com desvios gramaticais pontuais, como problemas de pontuação (separação incorreta entre sujeito e predicado), inadequações de regência ('optam-se a querer') e falhas de paralelismo e concordância. || C2: A redação apresenta o tema da sexualidade na adolescência e desenvolve o texto sob o tipo dissertativo-argumentativo, com projeto de texto perceptível e repertório sociocultural produtivo (Freud). No entanto, há falhas p"
420,600,120,160,120,120,80,120.0,120.0,120.0,120.0,0.0,480.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:08:51+00:00,"C1: O texto apresenta desvios gramaticais medianos, como problemas de pontuação (separação incorreta por vírgula entre sujeito e predicado), falhas de acentuação ('minima', 'penaçoes', 'unica', 'pas') e concordância. No entanto, o registro formal é predominantemente mantido e a estrutura sintática demonstra compreensão da modalidade escrita formal. || C2: O texto apresenta o tema da reforma da previdência e desenvolve o tipo dissertativo-argumentativo com uma estrutura mediana, contendo introduç"
423,600,120,120,120,120,120,120.0,120.0,120.0,120.0,40.0,520.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:10:12+00:00,"C1: O texto apresenta um domínio mediano da norma culta, com desvios gramaticais pontuais como problemas de concordância ('As cotas... se faz'), pontuação inadequada (separação incorreta entre sujeito e predicado) e equívocos lexicais e ortográficos ('cuminaram', 'nem sequer', 'apreenderem a respeitas'). A estrutura sintática é predominantemente compreensível, mas revela instabilidade no registro formal. || C2: A redação apresenta o tipo textual dissertativo-argumentativo, com tese e desenvolvim"
424,600,120,120,120,120,120,120.0,160.0,120.0,120.0,40.0,560.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:12:08+00:00,"C1: O texto apresenta estrutura sintática bem desenvolvida e bom vocabulário, mas comete alguns desvios gramaticais e de regência, como crases indevidas ('à uma política', 'à este', 'à respeito') e problemas de pontuação e concordância ('o grupo que têm', 'mal hábito'). || C2: A redação apresenta o tema da violência contra a mulher de forma clara e desenvolve o texto integralmente sob o tipo dissertativo-argumentativo, com tese, argumentos e proposta de intervenção. Apresenta repertório sociocul"
436,640,120,120,120,120,160,120.0,120.0,120.0,120.0,120.0,600.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:13:24+00:00,"C1: O texto apresenta estrutura sintática boa, mas com desvios gramaticais pontuais e falhas de paragrafação/pontuação, como repetições lexicais ('segunda Segunda', 'seja científicos') e problemas de concordância e paralelismo ('segurança das tecnologias são falhas'). O registro formal é predominantemente mantido, revelando domínio mediano da modalidade escrita formal. || C2: O texto apresenta o tema do transumanismo e mantém a estrutura dissertativo-argumentativa, com introdução, desenvolviment"
439,640,120,160,120,120,120,120.0,160.0,120.0,120.0,160.0,680.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:14:36+00:00,"C1: O texto apresenta bom domínio da norma culta, mas com algumas falhas pontuais de desvio gramatical e de convenções da escrita, como o uso inadequado de vírgulas (separando sujeito e predicado) e pequenos desvios de acentuação e regência (como 'acesso as informações'). A estrutura sintática é predominantemente complexa e bem articulada, mas esses deslizes impedem a nota máxima. || C2: O texto apresenta boa compreensão da proposta e desenvolve o tema dissertativo-argumentativo com repertório p"
444,640,120,160,120,120,120,120.0,120.0,120.0,120.0,40.0,520.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:17:18+00:00,"C1: O texto apresenta estrutura sintática complexa satisfatória, mas com desvios gramaticais pontuais, como vírgula incorreta separando sujeito e predicado ('mas, o que'), concordância inadequada ('As maiorias dos casos') e problemas de pontuação e regência. O registro é predominantemente formal, mas com pequenas falhas no domínio da norma culta. || C2: A redação apresenta o tipo dissertativo-argumentativo, com tese e projeto de texto perceptíveis, embora com argumentação por vezes mediana e rep"
445,640,120,120,120,160,120,120.0,160.0,120.0,120.0,0.0,520.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:18:36+00:00,"C1: O texto apresenta desvios gramaticais e sintáticos, como o uso inadequado de crase antes de pronome indefinido ('representou à uma sociedade'), falhas de pontuação (como vírgulas separando sujeito e predicado) e problemas de regência, mas demonstra domínio mediano da norma culta. || C2: A redação apresenta o tipo textual dissertativo-argumentativo com clareza, desenvolvendo o tema do feminicídio e da violência contra a mulher com projeto de texto evidente e boa argumentação. Contudo, há pequ"
448,640,120,160,120,120,120,120.0,120.0,80.0,120.0,120.0,560.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:19:18+00:00,"C1: O texto apresenta estrutura sintática mediana e boa compreensão da norma culta, mas com desvios pontuais de pontuação (vírgulas entre sujeito e predicado) e falhas leves de paralelismo e regência. || C2: O texto apresenta o tipo dissertativo-argumentativo, com introdução, desenvolvimento e conclusão, além de abordar o tema proposto sem tangenciá-lo. No entanto, o repertório cultural é de uso produtivo com limitações (comparação com jogo) e a argumentação desenvolve-se de forma mediana, com f"
453,640,120,160,120,160,80,120.0,120.0,120.0,120.0,0.0,480.0,1,gemini-3.5-flash-lite,mts,2026-09-03T19:19:36+00:00,"C1: O texto apresenta estrutura sintática complexa e bom domínio do vocabulário, mas contém alguns desvios gramaticais e pontuais, como problemas de concordância ('como deve ser os presídios', 'cárceres brasileiro') e falhas na pontuação e paralelismo que impedem a nota máxima. || C2: O texto apresenta o tipo dissertativo-argumentativo, com introdução, desenvolvimento e conclusão, além de repertório sociocultural produtivo (Michel Foucault e Martin Luther King). No entanto, a argumentação aprese"
456,640,120,160,120,120,120,80.0,120.0,80.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:27:52+00:00,"C1: O texto apresenta desvios gramaticais medianos, com falhas frequentes de pontuação (vírgulas mal colocadas ou ausentes entre orações), problemas de concordância ('transtorno mentais', 'os motivos que leva', 'grupos que estimula') e inadequações na regência e crase ('tirar à própria vida'). A estrutura sintática é por vezes truncada, revelando domínio mediano da norma culta. || C2: A redação apresenta o tema do suicídio de forma compreendida e desenvolve o texto sob o tipo dissertativo-argume"
458,640,120,160,120,120,120,120.0,120.0,80.0,120.0,0.0,440.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:28:49+00:00,"C1: O texto apresenta estrutura sintática mediana e desvios gramaticais pontuais, como problemas de pontuação (isolamento incorreto de orações e uso inadequado de aspas), além de falhas na concordância e regência em trechos específicos. O registro é predominantemente formal, mas a presença de truncamentos e construções coloquiais impede notas mais altas. || C2: O texto apresenta o tema central de forma mediana, compreendendo a proposta e mantendo a estrutura dissertativo-argumentativa, embora ha"
468,640,120,120,120,120,160,80.0,120.0,80.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:29:34+00:00,"C1: O texto apresenta desvios gramaticais medianos e falhas graves de pontuação, como a separação incorreta de termos por vírgulas em vários trechos. Há também problemas de concordância e construções sintáticas truncadas que demonstram domínio mediano da norma culta. || C2: O texto apresenta o tema da intolerância religiosa e adota o tipo dissertativo-argumentativo, embora com traços marcantes de oralidade e marcas de primeira pessoa. A estrutura argumentativa está presente, mas o desenvolviment"
486,680,120,160,120,160,120,120.0,160.0,160.0,120.0,160.0,720.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:30:26+00:00,"C1: O texto apresenta um nível mediano de domínio da norma culta, com desvios pontuais de pontuação (vírgulas mal colocadas separando sujeito e predicado), problemas de paralelismo e regência, além de pequenos erros de digitação (como 'ois' em vez de 'Pois' e 'tm' em vez de 'têm'). O registro formal é predominantemente mantido, mas há falhas gramaticais e estruturais recorrentes. || C2: A redação apresenta o tipo textual dissertativo-argumentativo com projeto de texto claro, contendo introdução,"
489,680,120,160,120,120,160,120.0,120.0,120.0,80.0,0.0,440.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:31:25+00:00,"C1: A redação apresenta desvios gramaticais e de convenções da escrita, como problemas de pontuação e construção frasal (ex: concordância e regência em trechos longos). Contudo, o texto demonstra domínio mediano da norma culta, com estrutura sintática predominantemente compreensível e escolha de registro adequada ao gênero dissertativo-argumentativo. || C2: O texto apresenta o tema de forma mediana, desenvolvendo o gênero dissertativo-argumentativo com uma estrutura produtiva, embora haja desvio"
491,680,120,160,120,160,120,80.0,120.0,80.0,120.0,160.0,560.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:32:29+00:00,"C1: O texto apresenta estrutura sintática complexa com frequentes desvios gramaticais, como problemas graves de pontuação (períodos muito longos e sem pausa adequada), falhas de concordância, regência e desvios ortográficos (como crases indevidas e palavras mal empregadas). O registro formal é frequentemente rompido por construções coloquiais e confusas. || C2: A redação apresenta o tipo textual dissertativo-argumentativo com introdução, desenvolvimento e conclusão, além de desenvolver o tema se"
492,680,120,160,120,160,120,120.0,160.0,120.0,120.0,120.0,640.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:33:14+00:00,"C1: O texto apresenta um domínio mediano da modalidade escrita formal, com desvios gramaticais pontuais, como problemas de pontuação (vírgulas separando elementos que não devem ser apartados), falhas de concordância e inadequações pontuais na regência e na estrutura sintática. || C2: A redação apresenta o tipo textual dissertativo-argumentativo com boa estrutura, contendo introdução, desenvolvimento e conclusão, além de repertório sociocultural produtivo. No entanto, há pequenos desvios na argum"
496,680,120,160,120,160,120,120.0,160.0,120.0,120.0,160.0,680.0,1,gemini-3.5-flash-lite,mts,2026-09-03T18:33:54+00:00,"C1: O texto apresenta estrutura sintática mediana e bom domínio da norma culta, mas com algumas falhas pontuais de pontuação (vírgulas separando elementos que não deveriam, como sujeito e predicado) e pequenos desvios de concordância e paralelismo ao longo dos parágrafos. || C2: A redação apresenta o tipo textual dissertativo-argumentativo com clareza e desenvolve o tema dentro dos limites propostos, mobilizando repertório sociocultural produtivo, como a Revolução Verde. Contudo, há pequenas fal"
