index_redacao,prompt,title,essay,c1,c2,c3,c4,c5,score
211,77,homofobia uma questão da atualidade,"['A homofobia é um problema que atinge a sociedade e precisa ser discutido. O termo homofobia surgiu nos Estados Unidos na década de 70, esse termo faz referência as pessoas que são intolerantes, agressivos e preconceituosos com pessoas de orientação sexual diferente da sua.', 'Essas pessoas acreditam que um homossexual é alguém repugnante, se sentem no direito de agredi-los, humilha-los e exclui-los da sociedade. Porem devemos compreender que atos homofóbicos não se limitam a agressão, mas também há exclusão de vagas de emprego, transporte, escola e qualquer ambiente social .', 'Além disso, precisamos tomar consciência de que a pessoa não nasce homofóbica, e sim lhe são agregados esses valores através da convivência familiar e social. Tomemos como exemplo a falta de representatividade homossexual nos meios de comunicação, onde em novelas lhe são inseridos papéis em que são vistos como uma comédia, um palhaço .', 'Mas também existem movimentos que lutam contra esse tipo de violência, como o movimento LGBT, em que reúne Lésbicas, Gays, Bissexuais, Transexuais e outros onde através de protestos e manifestações tentam exigir seus direitos e combater o preconceito.', 'Concluindo a homofobia é um problema que ainda necessita de muita atenção e discussão, podemos lutar contra ela através da educação como palestras em escolas públicas tratando do assunto, em conjunto de uma proposta de uma lei que os proteja no ministério da justiça.']",120,120,80,120,80,520
213,62,,"['Um simples “click” podemos  se conectar com todo o mundo , a informatização está presente em todas as classes sociais principalmente através das redes sociais, uma ferramenta interativa propicia a auto divulgação, compartilhamento de informações e dentre outras funções. Com essa socialização abre-se caminho para dá voz a internautas de diversos locais, sobre inúmeros assuntos.', 'A cada dia está presente a intolerância virtual, pessoas que expressam suas opiniões se a devida precaução, com o intuito de denegrir ou generalizar a imagem de outrem.', 'Haters são uma espécie de críticos virtuais muitos conhecidos da internet , propagam um discurso intolerante e sensacionalista com o objetivo de angariar atenção ou uma fama momentânea, não preocupando-se com o que pode ocasionar a pessoa atingida.', 'Diante disso, medidas públicas  já vem sendo adotadas com o intuito de inibir e penalizar os praticantes dessa conduta, conhecida como cyberbullying . A conscientização por meio das mídias sócias e a exclusão desses propagadores seria uma medida muito plausível para os dias atuais.']",120,120,80,80,120,520
216,52,O problema de uma gravidez precoce,"['Comenta-se com frequência, a respeito da gravidez na adolescência, um caso visto na maior parte da sociedade como um problema de saúde, s vezes acontece por vontade própria, mas na maioria é indesejável.', 'O que parece ser algo frugal acaba se tornando complicado quando acontece de forma não desejável, trazendo consequências para a mãe e a criança, uma vez que a adolescente não está preparada fisicamente ou até mesmo psicologicamente.', 'Seria tão frequente essa situação por falta de informações?  Ainda convém lembrar que nenhum método contraceptivo é 100% eficaz, podendo citar como exemplo o caso que viralizou na internet, do bebê que nasceu com DIU enrolado na cabeça.', 'É assaz  o número de adolescentes que não completaram o ensino médio após uma gestação, dados afirmam que 35% de mulheres somente no nordeste, sendo assim a gravidez precoce estorva ainda mais a mulher no mercado de trabalho.', 'Fazse necessário que o governo faça campanhas para a prevenção de gravidez na adolescência, e promover palestras com base em informações para ajudar adolescentes  tomar decisões de forma consciente.']",120,120,80,120,80,520
221,70,Auto prevenção não custa nada,"[""Popularmente conhecidas como DTS's, são doenças que são adquiridas, na maioria das vezes, por relações sexuais sem uso da camisinha . Mas não são somente pelo contato sexual que são transmitidas, podem ser passadas através de beijos, compartilhamento de objetos pessoais e seringas, de mãe para o bebê durante o parto ou a gravidez, entre outros."", ""Desde décadas passadas que o número de jovens contraindo DST's é elevado. Muitos estão em um relacionamento ou fazem sexo casual sem saberem que os parceiros possuem tais doenças, ou até o portador não está ciente sobre isso o que dificulta ainda mais nesse processo."", 'As doenças venéreas, referente Vênus a deusa do amor na mitologia grega, vêm acompanhando os humanos desde os tempos antigos e não possui um ano específico para o aparecimento delas.', 'É estritamente necessário se prevenir e quem você se relaciona, sendo assim, sexo somente com o uso do preservativo e não esquecer de sempre manter seus exames em dia e que não deve compartilhar objetos de uso pessoal, como toalhas, roupas intimas, lâmina de babear, alicates de unhas, seringas, entre outros. Caso esteja com dúvidas  ir ao centro de saúde mais próximo onde o exame é gratuito.']",120,80,120,120,80,520
222,80,O combate contra o racismo no Brasil,"['O racismo no Brasil é um problema que deve ser combatido tanto pela sociedade como pelo governo. A herança histórica de escravidão, segregação racial e racismo, principalmente contra a população negra, deixa sequelas que são notadas até os dias atuais, evidenciando o fracasso da sociedade em alcançar uma democracia racial que colocasse o negro em condição indiferenciada aos demais.', 'Em primeiro lugar, vale ressaltar que o negro ainda é preso a novas formas de exploração que o impede  de ascender a uma condição melhor de vida. A marginalização e o preconceito refletem as  taxas de analfabetismo, de criminalidade e de mortalidade dos negros.', 'Em segundo lugar, vale lembrar que a lei brasileira define como crime atos de preconceito de raça ou de cor,  e até de religião. No entanto, são comuns casos de discriminação no dia a dia, como o caso da jornalista da Globo que recebeu mensagens de racismo nas redes sociais.', 'Sendo assim, é necessário que o governo atue em conjunto com a sociedade e com a iniciativa privada, seja promovendo ações afirmativas para corrigir desigualdades raciais presentes na sociedade, oferecendo igualdade de oportunidade e combatendo o preconceito e o racismo, seja punindo com maior rigor os crimes resultantes de discriminação.']",120,120,80,120,80,520
223,52,Problemas envolvidos com a gravidez na adolescência,"['A gravidez na adolescência, está ficando mais comum a cada dia que se passa, e em muitos casos de forma indesejada. Casos em que, principalmente garotas de 12 a 15 anos de idade são as principais “vítimas” dessa gravidez, de certa forma indesejada.', 'Especialistas no desenvolvimento humano e ciências biológicas afirmam que esse alto índice de gravidez na adolescência está ligado ao período em que, tal jovem, está passando por mudanças drásticas em seu corpo, e com isso surgem novos interesses, que movidos pela curiosidade acabam tendo relações sexuais é por descuido, ficam grávidas de forma indesejada.', 'Geralmente, quando há esse tipo de gravidez, a primeira coisa em que essa jovem pode pensar é o praticar o aborto. Na bíblia, há uma carta em que o apóstolo Paulo escreve que o que a pessoa semear, isso também colherá, ou seja, se a pessoa não tomou os devidos cuidados ao se relacionar sexualmente, quando vir tais consequências, não há o que pode ser feito.', 'Considerando esses fatos, pode-se observar o quão é o grande descuido da população, em especial os jovens, com respeito a esse fato. Um fato que pode diminuir esse número de gravidez indesejada, é por meio de uma educação melhor por parte de órgãos de ensino do governo e a conscientização ao uso de métodos anticoncepcionais, é um apelo maior ao uso de preservativos, dentre outros.']",120,120,80,120,80,520
225,70,Responsabilidade,"['A responsabilidade é a palavra chave para resolver qualquer impasse na vida. Com as DSTs não seria diferente. O aumento das doenças sexualmente transmissíveis no Brasil entre jovens é a consequência disso. O mundo inteiro vive a era digital, da informação rápida, do imediatismo, logo, não se pode afirmar que é culpa do governo, da escola, da família ou da sociedade como um todo. E tirar do debate a noção de responsabilidade de cada um, com seu corpo, sua vida e sua moral. E muito, além disso, com o próximo.', 'O governo brasileiro faz a sua parte muito bem feita nesta área, nos postos de saúde distribuem preservativos, pílulas ante- concepcional e profissionais da saúde treinados para ajudar qualquer cidadão que queira ter uma vida sexual segura e feliz, sem risco com sua saúde nem com a saúde do parceiro . As escolas também fazem palestras e esclarecimentos desse tema. A T,  rádio, os jornais e a internet também sempre estão por força do governo federal falando e alertando a população sobre as DSTs.', 'As escolas públicas e privadas vacinam meninos e meninas com idade entre 11 e 15 anos contra o vírus HPV que é transmitido pelo ato sexual e pode causar câncer do colo do útero muito comum em mulheres brasileiras. Infelizmente, mesmo com todas as informações e propagandas para combater o vírus da AIDS que é a mais terrível de todas as DSTs, ela ainda é crescente, o número de infectados entre 15 e 19 anos aumentou 187 % , segundo o Ministério da saúde. O maior inimigo do ser humano não é a doença, é a estupidez! Contra ela não há nem preservativos nem vacinas. Só a dor.', 'Todo ser humano busca encontrar a felicidade da maneira possível, é muito mais inteligente buscar de forma responsável sem risco e sem dor para si e para o outro . Cada um tem que ter a noção da responsabilidade individual de seus atos. Afinal, é seu corpo, sua vida, sua saúde e a de quem você ama. Com o simples hábito de usar camisinha. A ciência ajudou a humanidade, agora falta os humanos se ajudarem. Com o uso do preservativo, higiene pessoal e visita anual ao médico, é possível ter uma vida sexual tranquila, saudável, feliz e longeva. Com esses cuidados se combate as DSTS, gravidez indesejada e até a morte. Vontade de fazer sexo dá e passa. Sem segurança não faça sexo, faça planos de ter uma saúde perfeita.']",120,120,120,120,40,520
228,54,,"['A vacinação é a melhor forma de prevenir uma doença, e sem ela a população está ficando ainda mais suscetível, tanto a novas doenças quanto aquelas que já foram erradicadas e voltaram a aparecer. Isso acontece devido a falta de conscientização da população e de investimento na sua produção.', 'Em princípio, a atual população brasileira está descrente na real utilidade das vacinas, sobretudo daquelas feitas para previnir mazelas que já foram erradicadas. Logo, deixam de se vacinar, por falta de informação. Tal descreça, pode se comparar com a revolta da vacina de 1904, onde o povo se revoltou com as vacinações não justificadas.', 'Todavia, os grandes cortes feitos na saúde não é novidade, tanto que novos cientistas buscam vagas em faculdades do exterior. Com isso, a produção de vacinas também caíu, deixando as mães muito preocupadas com o bemestar do seu filho.', 'Sendo assim, para armeniar esse imbróglio se faz necessário que o governo invista na saúde de modo que toda população tenha acesso e direito a vacinação. Além de propor campanhas de vacinação por meio da internet e televisão, alertando a população do perigo causado devido  ausência da vacinação. Enquanto isso não acontece mais pessoas continuarão adoentado.']",120,120,80,120,80,520
230,57,Democratização do acesso ao cinema no Brasil,"['Atenas, considerada uma das cidades-estado mais famosas na história da Grécia antiga, foi o cerne para o incio da representação cineasta no mundo, já que o teatro e a forte influência cultural da época corroboraram para o surgimento das primeiras manifestações artísticas e o grande público alcançado ao longo do tempo. No entanto, em paralelo a realidade atual, percebe-se que o acesso ao cinema no Brasil tem ganhado grande atenção, pois, se por um lado existem benefícios no que tange ao avanço das plataformas digitais proporcionados para a exibição dos filmes, por outro, rendem para o crescimento econômico do país. Assim, cabe a análise acerca de causas, consequências e possíveis soluções para o problema.', 'Inicialmente, é relevante entender os motivos que levam a compreender a importância da produção do cinema na sociedade brasileira. Durante o regime militar em 1964, a censura foi a principal barreira que impedia com que artistas expressassem críticas contrárias ou exibissem conteúdos inapropriados para tal ocasião, controlando assim, a exposição midiática. Entretanto, os filmes tem o intuito de trazer entreterimento a população e ao mesmo tempo, retratar críticas voltadas a questões sociais, mas, a exposição constante tem causado impactos negativos, fomentando para várias apologias. Dessa forma, é viável que a liberdade de expressão seja imposta adequadamente e que não cause futuros impactos na sociedade.', 'Além disso, vale ressaltar também que quando ocorre o lançamento de filmes que batem recordes de público, aumentam não somente as chances de propagação e valorização da cultura brasileira, como favorecem para o crescimento da economia do país. A Ancine (Agência Nacional do Cinema), para produzir grandes sucessos, é necessário que hajam parcerias, e principalmente, recursos para a propagação do trabalho, ou seja, é um exemplo de produção audiovisual no Brasil . Destarte, é importante que o governo possa investir na projeção de filmes que garantam expandir a formação do povo brasileiro, através da diversidade.', 'Fica evidente, portanto, os fatores que contribuem para o acesso ao cinema no Brasil e as revoluções geradas de forma paulatina . É mister que o Governo Federal, orgão de maior relevância na sociedade, em parceria com a Ancine, realizem projetos que possam levar as produções de cinema com total acessibilidade para escolas, praças e até mesmo, em comunidades carentes, onde há ausência de locais para a exibição de filmes, garantindo o desenvolvimento sociocultural e econômico do país. Assim, com essas medidas, dever-se-á garantir grandes repertórios e valores, como a sociedade ateniense determinou.']",120,120,80,120,80,520
232,64,Educação Sexual,"['Em pleno século XXI o sexo ainda é um tabu para muitos, e vem gerando discussões sobre o que é correto ou errado, porém sabemos que a nossa  população de forma geral não está preparada para orientar seus filhos e deve caber ao Estado esse papel, através da escola.', 'A educação sexual  deve começar a ser ensinada de acordo com a idade da criança, por certo ao ter acesso ao conteúdo adequado uma criança pode se defender ou informar a um adulto de confiança que se sente desconfortável com “tal pessoa” , o abuso infantil existe e não é certo fechar os olhos para isso, uma criança deve saber que determinado “toques e carinhos” são inadequados e ela não precisa aceitar.', 'Assim ao longo do desenvolvimento da criança devese desenvolver o conteúdo da educação sexual, pois é certo que muitos adolescentes começam precocemente suas relações e é de grande importância saberem se proteger e prevenir as doenças e gravidez, assim como dizer não caso não queiram , é necessário orientar esse adolescentes para que se tenham um vida sexual com responsabilidade  prazer, mas também saibam que não obrigados a terem ela na sua adolescência e sim quando for conveniente.', 'É papel de a escola fornecer acesso à educação sexual, pois nossos  jovens precisam de orientação de qualidade e informações que venham a enriquece-los e dar-lhes segurança e nem sempre seus responsáveis estão aptos a isso.']",120,120,80,120,80,520
235,55,Cultura Brasileira,"['Se formos reparar o nosso passado, iamos se dar conta,  que quando os portuguêses invadiram o brasil, para alguns foram uma tima descoberta, j para outros se iniciava o caos do seu povo, a exclusão social, a retirada de seus hábitos e costumes que aos olhos de portuguses era desnecessrio.', 'Na maioria das vezes discutir o que e certo ou errado  muito difícil, vária da questão de perspectiva, sendo assim seriamos mais hábitos a falar sobre a questão da justiça , onde você invade um lugar qual você não foi convidado que no momento principal pode lhe parecer um lugar onde tem muitas riquezas e rico em recursos naturais, porém para outras pessoas, era simplesmente o lugar da sua moradia, e do seu lazer onde não compactuava com nenhum dos interesses do homem.', 'Cultura, e algo que deviamos dar mais valor e respeito, onde  a pessoa que se fantasia de índio esta totalmente equivocada ao meu ponto de vista, e uma falta de respeito, você usar roupas semelhantes em uma data que nos homens determinamos que ia ser um momento de descontração, pegar e falar que e uma fantasia, sendo que eles se vestem assim no dia a dia deles, não e algo para você pegar e usar assim, se você não faz parte da cultura, não sabe nada sobre seus hábitos nem costumes para você invadir tanto os espaços deles.', 'O certo seria a gente devolver todos os direitos que lhe foram tirados a força, dando lhe direito a educação, saúde e lazer, possibilitando que ele tem uma vida mais acessível a cidade, e também parando de desmatar e destruir os lugares onde eles habitám, com isso iamos nos redimir um pouco do caos que fizemos com esse povo, isso também demostraria que temos um respeito pela cultura deles, e também as valorizamos.', 'A questão e a demora com que isso e feito , devemos  isso aos indgenas e s vamos  adiando as coisas , o Brasil  um país mestiço, o que significa que temos muita diversidade cultural aqui , por tanto deveriamos dar valor a todas elas e aprender ao maximo com elas, e no zombar e nem denominar um povo inferior pelo seus hábitos e costumes, e como se fossemos uma arvore e a cultura nossas raizes, quanto mais tivemos melhor ser para nós mesmos']",120,120,80,120,80,520
240,58,Desflorestação e ardência na Amazônia,"['É notório que a Floresta Amazônica é um tema que gera inúmeras divergências e conflitos de interesses hoje em dia, principalmente em relação a preservação do meio ambiente. Dentre todos os aspectos, vem se destacado o desmatamento desenfreado e o grande número de focos de incêndios, consideravelmente maior que nos três anos anteriores.', 'Cabe mencionar o desmatamento, pois o homem com suas atitudes inconsequentes, busca apenas o lucro financeiro, ignorando o perigo da escassez de vegetação para a qualidade do ar, do solo e da biodiversidade do país. Diante disso, ocorre a devastação dos recursos naturais, a erosão do solo, morte e extinção de espécies da fauna.', 'Por oportuno, merecem ênfase as queimadas que ocorrem com a justificativa de limpar o solo, para assim torná-lo apto a outras atividades. Entretanto, tal prática tende a ser maléfica, causando impactos irreversíveis ao meio-ambiente e aos moradores dos arredores, incluindo aumento dos casos de doenças respiratórias e fragilização do solo.', 'Feitas as reflexões, percebe-se que o desmatamento e as queimadas na Amazônia causam danos severos, e é de suma importância reduzi-los ao máximo. Desta forma, é necessário a criação e implante de medidas legais com objetivo de resguardar a maior floresta tropical do planeta.']",120,120,80,120,80,520
248,55,,"['Desde o século XXI, com a efetiva vinda dos portugueses para o Brasil, foi iniciada uma grande exploração e desvalorização do índio. Desse modo, percebe-se que, no Brasil, eles enfrentam problemas não apenas com o preconceito populacional, más também a ineficiência de leis que garantem direitos iguais a todos os indivíduos. Nessa perspectiva, esses desafios devem ser superados de imediato para que uma sociedade integrada seja alcançada.', 'Em primeira análise, cabe pontuar que o frágil conhecimento da sociedade a respeito de costumes e cultura indígena atenua essa problemática. Uma prova de como a instrução popular é importante para reverter esse preconceito está na frase de Paulo Freire: ""Se a educação sozinha não transforma a sociedade, sem ela tampouco a sociedade muda"". Dessa forma, percebe-se que um dos caminhos para diminuir a discriminação contra os índios, é ampliar a educação, resultando no menor desconhecimento das diferenças existentes no país.', 'Faz-se mister ainda, salientar a negligência governamental como impulsionador do problema. De acordo com Zygmunt Bauman, sociólogo polonês, a falta de solidez nas relações sociais, políticas e econômicas é a característica da ""modernidade líquida"" vivida no século XXI. Diante do exposto, o desenvolvimento de políticas públicas que assegurem direitos iguais a todos os cidadãos é fundamental.', 'Portanto, é imprescindível que os brasileiros reconheçam que se deve respeitar os diferentes povos, a fim de que o direito de todos sejam valorizados. Isso pode ser realizado por meio da mídia em parceria com ONGs , fazendo campanhas para conscientizar a população. Além disso, é essencial que o governo amplie a divulgação das leis nacionais, por meio de propagandas televisivas em canais abertos, a fim de que os cidadãos reconheçam que é fundamental valorizar os povos indígenas e como é errado violar os direitos desses indivíduos.']",120,120,80,120,80,520
256,55,O valor e os direitos dos povos indígenas brasileiros.,"['Desde a época da colonização portuguesa, os povos indígenas oriundos do Brasil vem sendo dizimados ao longo das décadas, no passado atrás do genocídio causado pelo homem branco e na modernidade pela exclusão de seus direitos e tomada de suas terras.', 'Estes povos foram os primeiros habitantes do Brasil sendo de primordial influncia para as origens do país que conhecemos hoje, sendo que existem aspectos culturais dos povos indígenas presente em nosso idioma, na culinária e muitos outras expressões da identidade cultural brasileira.', 'A Constituição Federal, em teoria, garante aos povos indígenas a demarcação de suas terras, entretanto sabe-se que essas terras são muito lucrativas para produtores agropecuários entre outros que podem se beneficiar dessas terras, portanto muitas vezes estas terras são invadidas e tiradas de seus povos causando uma migração para o meio urbano, onde acabam por ocupar lugares nas periferias e serem vitimas de um preconceito desenfreado e acarretam perda de uma cultura rica originaria do Brasil.', 'Além disso vale citar as práticas indígenas em suas terras que em geral são respeitosas para o meio ambiente, contribuindo para um equilíbrio ecológico e uma preservação da fauna brasileira que não ocorre no meio urbano e agropecuário.', 'Portanto, diante dos argumentos supracitados, a identidade indígena merece e deve ser respeitada por meio de políticas mais rígidas que assegurem os direitos dos povos e da preservação de suas terras em prol da identidade cultural do país, do equilíbrio ecológico entre outras questões. Outra forma de garantir estes direitos seria um maior investimento na Fundação Nacional do Índio (FUNAI).']",120,120,80,120,80,520
267,6,Recentemente acompanhamos a grande repercussão,"['Recentemente Recentemente, acompanhamos a grande repercussão sobre a questão de da preservação da Amazônia, que foi questionada perante os devido aos grandes incêndios que assolaram a região. Diante disto, Emmanuel Macrom Macron, presidente francês, propôs algo que poderia ajudar: que a região amazônica passasse a ser internacional.', 'Mas como isso auxiliaria? Fácil, todos os países poderiam proteger a floresta de qualquer decisão prejudicial à a ela tomada pelo governo brasileiro. Mas isso implicaria também na a exploração desses, já que o Brasil perderia a soberania.', 'Num primeiro momento momento, a ideia parece boa, pois ""garantiria"" o cuidado com este esse bem tão precioso. Mas, pensando um pouco, a área ficaria sob controle de quem? Não causaria certo caos entregar uma parte tão importante de nosso país á a nações tão diferentes e com interesses tão distintos distintos, o que poderia causar ainda mais exploração? Não seria melhor chegar a uma ""solução nacional""? Uma solução nossa, para resolver aquilo que está acontecendo no nosso país. país?', 'Conseguinte a tudo isso Por conseguinte, caberia ao Governo Federal e ao Ministério do Meio Ambiente estabelecer leis severas sobre a preservação e reflorestamento da área região amazônica, garantindo a sustentabilidade e o domínio brasileiro sobre a ""nossa casa"".']",120,120,120,120,80,560
268,72,Notícia falsa pode nos manipular?,"['Vivemos em um tempo em que a internet é essencial em nossas vidas. Sem dúvidas a internet nos ajuda em muitas coisas, como estudar, comunicar-se e até mesmo pesquisar notícias sobre o que tem dúvidas, mas será mesmo que todas noticias são verdadeiras? E como saber se é ou não uma notícia falsa?', 'Recentemente à muitos casos de notícias falsas no Brasil refente  politica. E muitas delas são criadas ao intuito de manipular ou denegrir a imagem dos políticos. Algumas são criadas para que, haja debates ou discussões, na intenção de beneficiar-se em meios políticos ou financeiros. Normalmente, as inverdades são direcionadas as pessoas atualmente em mídia, como no momento o ex- presidente Lula, Presidente Michel Temer, Juiz Sérgio Moro.', 'Em virtude dos fatos mencionados, como saber se à verdade ou um boato? Podemos nos prevenir ao checar a credibilidade do site, do auto, ficar atendo a data da publicação, observa postagem em referencia e também não acreditar em tudo que seus amigos e familiares falam .']",120,120,120,120,80,560
273,68,Valorização do patrimônio histórico brasileiro.,"['A história é uma ciência que averigua o que os homens fizeram, pensaram e sentiram ao decorrer do tempo, que é importante para que possamos  entender o presente e até o futuro. Bens desenvolvidos por sociedades, o chamado patrimônio histórico, é de suma importância para estudar esta ciência, logo a população brasileira deve ter o devido contato com esses bens, e o Estado deve preservá-los.', 'Aproximadamente 70% da população brasileira nunca foram a museus ou centro culturais, é o que mostra a pesquisa feita pelo Instituto de Pesquisa Econômica Aplicada (IPEA), ou seja, mais da metade da população não frequenta esses locais e não tem acesso a parte do nosso  patrimônio histórico cultural. A maioria destes locais tem entrada gratuita e mesmo assim a maior parte dos cidadãos não os visita, faltam incentivos.', 'Além do problema que atividades culturais não alcançam a maior parte da população, existe outro, o descaso com o nosso patrimônio publico cultural, ocasionado pela crise que se instalou em nosso país, falta dinheiro para conservação. Museus pegando fogo, prédios históricos sendo vendidos apenas pelo preço do terreno, bibliotecas cheias de traças e cupins são apenas alguns exemplos da falta de preservação.', 'Em virtude do que foi mencionado , o patrimônio histórico é extremamente importante, através dele conhecemos  a história e tudo que a envolve. Por isso é imprescindível que toda a população conheça e dê a devida importância a esse conjunto de manifestações, para isso o Ministério da Cultura e da Educação deve estimular professores a darem aulas fora da sala, levando alunos a esses centros, para que cada vez mais pessoas os conheçam. Em consonância com isso, o Estado deve investir mais dinheiro na conservação e intensificar o número de propagandas que mostram a importância do patrimônio histórico brasileiro.']",120,160,120,160,0,560
278,81,Pensamento Alienado,"['religiosa, no Brasil,   que foram escravizados e impedidos por lei de manifestarem seus costumes religiosos,   na época do Brasil Colônia. E é nesse âmbito que, até hoje, eles são os que mais sofrem discriminação religiosa, como se já não bastasse o preconceito racial.', 'A televisão é um grande veiculador de informação que  pode criar um entendimento que muitas vezes pode remeter à ignorância religiosa. Notícias do Estado Islâmico e a extrema violência do Oriente pode  gerar nas pessoas um pensamento generalizado de que todo Islâmico é violento e agressivo, como foi o caso  ? nos Estados Unidos  ? em que muitos foram atacados física e verbalmente em razão dessa falsa ideia. Todo esse preconceito em relação a  religião é fruto do desconhecimento sobre religião. O Islamismo, por exemplo, possui várias vertentes e nem todas são ligadas ao extremismo e violência, como é mostrado pela televisão. E isso se aplica a várias outras religiões que são discriminadas justamente devido à insipiência religiosa.', 'Portanto, como disse o filósofo Pitágoras: “Educai as crianças e não será preciso punir os homens”. E é nessa vertente que se baseia a solução de toda essa incompreensão do desconhecido. Cabe aos pais e à escola oferecem  o conhecimento adequado sobre religião em geral, promovendo assim o respeito com todo tipo de religião.']",120,80,120,120,120,560
281,59,Fome,"['Desde o iluminismo, entende-se que uma sociedade que propéra, é uma sociedade que se preocupa com o problema do próximo. No Brasil esse ideal consta na teoria, mas não na pratica, um reflexo disso é a má distribuição de renda, enquanto uns acumulam fortunas, outros não conseguem nem o suficiente para se alimentar . Nessa perspectiva, esses desafios devem ser superados de imediato para que uma sociedade mais integrada seja alcançada.', 'Hodiernamente, seria racional acreditar que, ocupando a nona posição na economia mundial, o Brasil não sofreria com este problema. Mas a realidade é justamente o oposto. Segundo o portal de notícias G1, só em Fortaleza existem cerca de 204.177 famílias na extrema pobreza. Diante do exposto é lamentável a postura do estado,  que não promove políticas visando mudar a realidade desta parcela da população.', 'Faz-se mister, ainda salientar o sistema no qual estamos  inseridos, o capitalismo, como impulsionador do problema. Segundo Zygmunt Bauman, sociólogo polonês, a falta de solidez nas relações sociais, políticas e economicas é característica da ""modernidade liquida"" vivida no século XXI. Nesse contexto, o acúmulo de riquezas se torna possível , consequentemente ampliando a desigualdade, além de promover o individualismo e a falta de empatia com quem passa por alguma necessidade.', 'Infere-se, portanto, que ainda há entraves na construção de políticas que busquem um mundo melhor. Dessa forma, urge que o estado, por meio de reformas, promova políticas de redistribuição de renda, estipulando um teto salarial geral, para qualquer profissão, assim os efeitos do capitalismo podem ser amenizados. Dessa maneira, o Brasil pode superar a fome e desigualdade.']",120,160,120,120,40,560
283,59,Política,"['A Declaração Universal de Diretos Humanos determina em seu Artigo 25, entre outros princípios, que toda pessoa “tem direito a um padrão de vida capaz de assegurar a si e a sua família saúde e bem estar, inclusive alimentação, vestuário, habitação, cuidados médicos e os serviços sociais indispensáveis”. No entanto hodiernamente no Brasil, esses direitos na prática estão bem longe da realidade.', 'Além disso no Artigo 6 da Constituição da República Federativa do Brasil, temos a lei: “são direitos sociais a educação, a saúde, a alimentação, o trabalho, a moradia, o transporte, o lazer, a segurança...”. Mas a realidade contradiz a constituição, porque temos tido políticos que não agiram de maneira consciente pelo interesse público, mas sim pelo interesse que manda seu próprio bolso e sua ganância, causando assim um buraco na economia, que acaba pagando o pobre com a fome e a miséria. Este fato pode-se comprovar pelas decorrentes prisões de políticos que tem desviado milhões e milhões de dinheiro para seu bolso.', 'Ademais a democracia não existe no Brasil. Não carece de grandes pesquisas para comprovar, se vê notoriamente, com a grande e gritante desigualdade social, basta sair na ruas; ir nos hospitais públicos e deparar-se com o cenário horripilante e precário, nada similar a um particular; ir nas escolas públicas e se esbarrar com o nível baixo, desprezível, nada comparável com a escola particular. Isso, porque sempre tivemos um governo que favorece a classe alta e menospreza a baixa. O ideal político de todo brasileiro tem que configurar-se com o de Albert Einstein: “o meu ideal político é a democracia, para que todo o homem seja respeitado como indivíduo e nenhum venerado”.', 'Dessa forma, pode-se concluir, que a principal causa da fome e desigualdade brasileira, nesse interim, são as fraudes políticas, o favorecimento a classe alta,  e, a falta de uma boa educação, assim como diz o Padre Antônio Vieira: “a boa educação é moeda de ouro. Em toda parte tem valor”. Logo o governo deve investir em uma boa educação, a qual forme pessoas críticas capazes de conhecer e cobrar seus própios direitos. Quanto as fraudes políticas, a lei deve ser mais rígida e readquirir todo dinheiro defraudado. Com uma ótima educação se destruirá o monstro da fome, e da desigualdade social que se alimenta da inoscência do povo.']",120,120,120,120,80,560
284,46,Violação aos direitos humanos,"['Muitas cidades brasileiras , sofrem com a falta de saneamento básico ,no que deveria ser obrigação dos governantes, oferecer um serviço de qualidade á população .Caso a privatização ocorra certamente não haverá melhora no serviço ,pois o interesse financeiro impedirá investimentos na área', 'A privatização do saneamento básico será uma forma de aumentar os lucros das partes interessadas e diminuir investimentos em melhora da qualidade do serviço. Por outro lado pessoas menos favorecidas ficam  mercê do capitalismo.', 'Para que haja garantia que haverá benefícios população, seria necessário que as discussões sobre o assunto fossem ampliada a todos,. No entanto as únicas partes a serem ouvidas são as do capitalismo ,que tem interesse em ganhar cada vez mais sem oferecer benefícios. Dessa forma OS direitos humanos , ficam em segundo planos e o vencedor será o capitalismo.']",120,120,120,120,80,560
